0.7263	0.7227	0.7141	0.7031
0.6018	0.5945	0.5823	0.5701
0.4895	0.4749	0.4651	0.4504
0.0293	0.0122	0.0000	-0.0146
-0.4077	-0.4199	-0.4248	-0.4333
-0.5713	-0.5786	-0.5933	-0.6055
-0.6934	-0.7007	-0.7031	-0.7068
-0.7532	-0.7520	-0.7520	-0.7532
-0.7300	-0.7312	-0.7263	-0.7275
-0.4651	-0.4529	-0.4346	-0.4285
-0.2954	-0.2734	-0.2661	-0.2539
-0.0537	-0.0391	-0.0293	-0.0146
0.2014	0.2148	0.2283	0.2405
0.4199	0.4260	0.4358	0.4456
0.5933	0.6006	0.6079	0.6177
0.7080	0.7178	0.7178	0.7214
0.7129	0.7092	0.7019	0.7031
0.6226	0.6189	0.6079	0.6042
0.4590	0.4468	0.4333	0.4297
0.2588	0.2515	0.2356	0.2246
0.0220	0.0122	-0.0037	-0.0146
-0.2307	-0.2429	-0.2551	-0.2673
-0.6213	-0.6250	-0.6348	-0.6421
-0.7043	-0.7129	-0.7129	-0.7141
-0.7507	-0.7544	-0.7520	-0.7532
-0.7202	-0.7104	-0.7104	-0.7043
-0.6152	-0.6140	-0.6067	-0.5981
-0.4565	-0.4504	-0.4370	-0.4285
-0.2417	-0.2271	-0.2136	-0.2002
0.2295	0.2393	0.2539	0.2637
0.4272	0.4443	0.4517	0.4639
0.6018	0.6079	0.6165	0.6201
0.7129	0.7202	0.7227	0.7263
0.7556	0.7532	0.7532	0.7556
0.5908	0.5872	0.5774	0.5701
0.4382	0.4309	0.4211	0.4065
0.2429	0.2283	0.2148	0.2039
0.0061	-0.0037	-0.0134	-0.0330
-0.2075	-0.2222	-0.2344	-0.2490
-0.4443	-0.4504	-0.4614	-0.4700
-0.7385	-0.7336	-0.7397	-0.7410
-0.7532	-0.7544	-0.7520	-0.7532
-0.7251	-0.7190	-0.7153	-0.7141
-0.6006	-0.5957	-0.5859	-0.5762
-0.4211	-0.4065	-0.3992	-0.3821
0.0781	0.0928	0.1086	0.1208
0.2551	0.2747	0.2808	0.2966
0.4639	0.4749	0.4858	0.4980
0.7239	0.7275	0.7300	0.7336
0.7520	0.7568	0.7507	0.7520
0.7397	0.7410	0.7385	0.7288
0.7080	0.7043	0.6995	0.6921
0.4175	0.4077	0.3979	0.3809
0.3003	0.2856	0.2722	0.2612
0.1440	0.1318	0.1196	0.1050
-0.0513	-0.0610	-0.0757	-0.0879
-0.2771	-0.2893	-0.3027	-0.3113
-0.6470	-0.6592	-0.6616	-0.6702
-0.7251	-0.7263	-0.7312	-0.7300
-0.6970	-0.6946	-0.6824	-0.6787
-0.5896	-0.5750	-0.5786	-0.5615
-0.4333	-0.4272	-0.4089	-0.4028
-0.2100	-0.1953	-0.1831	-0.1685
0.3125	0.3247	0.3345	0.3467
0.4688	0.4858	0.4932	0.5029
0.7239	0.7275	0.7361	0.7336
0.7495	0.7507	0.7458	0.7556
0.7446	0.7434	0.7434	0.7397
0.7031	0.6995	0.6934	0.6921
0.5908	0.5847	0.5774	0.5676
0.1672	0.1501	0.1404	0.1282
-0.0415	-0.0549	-0.0659	-0.0769
-0.5115	-0.5188	-0.5310	-0.5347
-0.6543	-0.6592	-0.6641	-0.6653
-0.7324	-0.7373	-0.7397	-0.7434
-0.6885	-0.6848	-0.6738	-0.6702
-0.5530	-0.5444	-0.5359	-0.5249
-0.3845	-0.3699	-0.3601	-0.3479
0.0940	0.1111	0.1221	0.1306
0.3149	0.3296	0.3406	0.3491
0.4980	0.5090	0.5176	0.5237
0.7336	0.7385	0.7434	0.7446
0.7471	0.7458	0.7434	0.7373
0.6848	0.6836	0.6726	0.6689
0.5493	0.5432	0.5322	0.5237
0.1208	0.1111	0.0977	0.0781
-0.0977	-0.1050	-0.1208	-0.1270
-0.5383	-0.5444	-0.5518	-0.5615
-0.6787	-0.6799	-0.6873	-0.6909
-0.7410	-0.7446	-0.7446	-0.7458
-0.6445	-0.6384	-0.6299	-0.6189
-0.5505	-0.5444	-0.5310	-0.5200
-0.3552	-0.3442	-0.3308	-0.3162
0.1648	0.1733	0.1843	0.2014
0.3210	0.3345	0.3503	0.3601
0.5151	0.5249	0.5322	0.5371
0.6641	0.6702	0.6787	0.6824
0.7336	0.7300	0.7275	0.7239
0.6714	0.6702	0.6604	0.6531
0.5603	0.5530	0.5457	0.5334
0.1331	0.1221	0.1086	0.0916
-0.1013	-0.1147	-0.1282	-0.1404
-0.3271	-0.3394	-0.3516	-0.3687
-0.6787	-0.6799	-0.6848	-0.6909
-0.7410	-0.7422	-0.7446	-0.7458
-0.7434	-0.7422	-0.7446	-0.7349
-0.5322	-0.5261	-0.5151	-0.5042
-0.3345	-0.3149	-0.3052	-0.2954
-0.1294	-0.1147	-0.1050	-0.0903
0.3394	0.3503	0.3613	0.3784
0.4773	0.4858	0.4993	0.5078
0.5786	0.5847	0.5920	0.6042
0.6824	0.6885	0.6909	0.6982
0.7471	0.7434	0.7410	0.7397
0.7129	0.7092	0.7043	0.6982
0.3931	0.3821	0.3662	0.3564
0.2612	0.2539	0.2332	0.2246
0.0916	0.0769	0.0647	0.0500
-0.3796	-0.3857	-0.3992	-0.4102
-0.5505	-0.5627	-0.5701	-0.5798
-0.7458	-0.7495	-0.7495	-0.7483
-0.7410	-0.7373	-0.7312	-0.7300
-0.6543	-0.6482	-0.6409	-0.6360
-0.5090	-0.4944	-0.4871	-0.4785
-0.0586	-0.0476	-0.0269	-0.0195
0.1697	0.1843	0.1917	0.2087
0.3540	0.3687	0.3796	0.3906
0.6873	0.6909	0.6934	0.7007
0.7312	0.7361	0.7410	0.7422
0.7520	0.7568	0.7532	0.7495
0.7336	0.7361	0.7300	0.7263
0.6482	0.6470	0.6372	0.6299
0.2527	0.2393	0.2307	0.2136
0.0708	0.0598	0.0488	0.0342
-0.3918	-0.4065	-0.4199	-0.4309
-0.5664	-0.5786	-0.5859	-0.5896
-0.6909	-0.6921	-0.6982	-0.7019
-0.7349	-0.7263	-0.7263	-0.7227
-0.6470	-0.6409	-0.6348	-0.6287
-0.4858	-0.4736	-0.4663	-0.4541
-0.0049	0.0073	0.0171	0.0342
0.1648	0.1843	0.2002	0.2136
0.3857	0.4028	0.4126	0.4248
0.7312	0.7361	0.7385	0.7373
0.7581	0.7507	0.7532	0.7520
0.7312	0.7251	0.7227	0.7166
0.6323	0.6213	0.6165	0.6042
0.2454	0.2332	0.2173	0.2087
0.0183	0.0073	-0.0037	-0.0146
-0.1636	-0.1855	-0.2014	-0.2075
-0.5798	-0.5884	-0.5957	-0.6055
-0.6677	-0.6738	-0.6799	-0.6860
-0.7251	-0.7288	-0.7288	-0.7349
-0.7532	-0.7520	-0.7544	-0.7507
-0.6152	-0.6067	-0.5994	-0.5945
-0.4675	-0.4529	-0.4431	-0.4309
-0.2649	-0.2551	-0.2405	-0.2283
0.2454	0.2600	0.2722	0.2844
0.4297	0.4443	0.4517	0.4639
0.5908	0.6006	0.6079	0.6177
