-0.3040	1.3965	1.3965	1.3977
0.7495	1.3989	1.3940	1.3953
0.6616	1.3940	1.3965	1.3953
-0.1782	1.3965	1.3965	1.3953
-0.6726	1.3916	1.3965	1.3953
-0.2832	1.3989	1.3989	1.3953
0.5933	1.3940	1.3940	1.3977
0.6274	1.3940	1.3965	1.3953
-0.2856	1.3965	1.3965	1.3977
-0.7507	1.3940	1.3965	1.3977
-0.2722	1.3965	1.3965	1.3977
0.7471	1.3965	1.3965	1.3953
0.6299	1.3940	1.3940	1.3953
-0.2051	1.3965	1.3965	1.3977
-0.7593	1.3965	1.3965	1.3953
-0.1294	1.3940	1.3965	1.3953
0.6018	1.3965	1.3916	1.3953
0.6116	1.3965	1.3940	1.3953
-0.6287	1.3989	1.3989	1.3977
-0.7532	1.3940	1.3965	1.3953
-0.2173	1.3940	1.3965	1.3928
0.7312	1.3965	1.3916	1.3953
0.5933	1.3940	1.3965	1.3977
-0.2515	1.3916	1.3965	1.3977
-0.7227	1.3965	1.3965	1.3953
0.4688	1.3940	1.3965	1.3977
0.6738	1.3965	1.3965	1.3953
0.0708	1.3965	1.3965	1.3953
-0.3247	1.3989	1.3965	1.3953
-0.5615	1.3940	1.3965	1.3977
-0.1428	1.3965	1.3916	1.3953
0.6921	1.3965	1.3940	1.3953
0.4663	1.3965	1.3965	1.3977
-0.7227	1.3965	1.3965	1.3953
-0.7275	1.3965	1.3940	1.3977
0.5286	1.3965	1.3965	1.3953
0.6921	1.3989	1.3940	1.3953
-0.1819	1.3965	1.3965	1.3977
-0.5225	1.3940	1.3965	1.3953
-0.2979	1.3916	1.3965	1.3953
0.0317	1.3989	1.3965	1.3977
0.6689	1.3965	1.3940	1.3953
0.4822	1.3965	1.3965	1.3977
-0.7507	1.3965	1.3965	1.3977
-0.6311	1.3940	1.3965	1.3977
0.6116	1.3965	1.3965	1.3977
0.7373	1.3965	1.3989	1.3977
-0.1758	1.3916	1.3965	1.3953
-0.4749	1.3965	1.3965	1.3977
-0.2356	1.3940	1.3940	1.3977
0.1257	1.3940	1.3989	1.3977
0.6482	1.3965	1.3940	1.3977
0.3992	1.3965	1.3940	1.3953
-0.7019	1.3965	1.3965	1.3953
-0.7141	1.3965	1.3965	1.3953
-0.0330	1.3965	1.3940	1.3977
0.7422	1.3965	1.3965	1.3977
0.4224	1.3965	1.3940	1.3977
-0.5896	1.3940	1.3916	1.3953
-0.7141	1.3965	1.3965	1.3953
0.2612	1.3989	1.3965	1.3953
0.5859	1.3940	1.3965	1.3953
0.3235	1.3965	1.3940	1.3953
-0.7507	1.3965	1.3965	1.3953
-0.6995	1.3965	1.3965	1.3953
0.6348	1.3989	1.3916	1.3953
0.7397	1.3989	1.3965	1.3953
-0.2234	1.3965	1.3965	1.3953
-0.5017	1.3940	1.3965	1.3928
-0.3967	1.3965	1.3965	1.3977
0.0574	1.3916	1.3940	1.3928
0.6921	1.3965	1.3965	1.3953
0.3625	1.3965	1.3965	1.3953
-0.7178	1.3940	1.3965	1.3953
-0.6750	1.3916	1.3965	1.3953
0.4895	1.3965	1.3940	1.3953
0.7373	1.3989	1.3940	1.3953
0.0427	1.3916	1.3965	1.3953
-0.5115	1.3965	1.3940	1.3928
-0.5530	1.3940	1.3965	1.3977
0.1563	1.3965	1.3916	1.4001
0.7471	1.3965	1.3965	1.3977
0.2917	1.3940	1.3940	1.3953
-0.7092	1.3965	1.3965	1.3953
-0.6494	1.3940	1.3965	1.4001
0.2869	1.3940	1.3965	1.3953
0.7495	1.3965	1.3940	1.3953
0.2368	1.3916	1.3940	1.3977
-0.5798	1.3965	1.3965	1.3953
-0.5896	1.3940	1.3965	1.3953
0.1624	1.3965	1.3940	1.3977
0.7495	1.3965	1.3965	1.3953
-0.3796	1.3940	1.3965	1.3953
-0.5920	1.3965	1.3965	1.3928
-0.0854	1.3965	1.3965	1.3953
0.1904	1.3965	1.3940	1.3953
0.5518	1.3965	1.3965	1.3953
0.2820	1.3965	1.3940	1.3928
-0.7507	1.3940	1.3965	1.3953
-0.5945	1.3965	1.3965	1.3977
0.5859	1.3940	1.3965	1.3953
0.7471	1.3989	1.3965	1.3953
-0.2417	1.4014	1.3965	1.3953
-0.6262	1.3940	1.3965	1.3953
-0.3320	1.3965	1.3965	1.3977
0.2710	1.3965	1.3940	1.3977
0.7239	1.3940	1.3940	1.3953
0.1953	1.3965	1.3965	1.3953
-0.7019	1.3940	1.3965	1.3953
-0.5823	1.3965	1.3940	1.3953
0.3625	1.3965	1.3965	1.4001
0.7495	1.3989	1.3965	1.3977
0.1392	1.3965	1.3965	1.3953
-0.6360	1.3965	1.3965	1.3953
-0.5530	1.3965	1.3940	1.3953
0.2917	1.3965	1.3989	1.3953
0.7471	1.3989	1.3940	1.3953
0.1172	1.3965	1.3965	1.3953
-0.6909	1.3965	1.3965	1.3977
-0.5432	1.3989	1.3965	1.3953
0.4089	1.3965	1.3989	1.3977
0.7397	1.3940	1.3965	1.3953
0.0610	1.3965	1.3965	1.3953
-0.6787	1.3965	1.3965	1.3953
-0.2625	1.3940	1.3940	1.3977
0.3625	1.3965	1.3965	1.3953
0.7104	1.3965	1.3940	1.3977
0.0940	1.3965	1.3965	1.3977
-0.6970	1.3965	1.3965	1.3953
-0.5115	1.3989	1.3940	1.3953
0.5127	1.3989	1.3940	1.3953
0.7312	1.3965	1.3965	1.3953
0.0549	1.3965	1.3940	1.3977
-0.7068	1.3965	1.3916	1.3953
-0.4236	1.3940	1.3940	1.3953
0.4138	1.3965	1.3965	1.3977
0.7166	1.3965	1.3965	1.3977
-0.5225	1.3940	1.3965	1.3953
-0.7275	1.3965	1.3940	1.3953
-0.0647	1.3916	1.3965	1.3953
0.4321	1.3940	1.3940	1.3953
0.5493	1.3965	1.3965	1.3953
-0.0122	1.3965	1.3965	1.3977
-0.7483	1.3965	1.3940	1.3953
-0.4150	1.3965	1.3940	1.3953
0.7007	1.3965	1.3965	1.3953
0.7129	1.3940	1.3940	1.3977
-0.3296	1.3965	1.3965	1.3953
-0.7227	1.3965	1.3940	1.3953
-0.3088	1.3965	1.3940	1.3953
0.5212	1.3965	1.3965	1.3953
0.6226	1.3965	1.3965	1.3953
-0.0696	1.3989	1.3965	1.3953
