-0.7410	-0.7422	-0.7446	-0.7458
-0.7532	-0.7544	-0.7520	-0.7507
-0.7092	-0.7056	-0.7056	-0.6995
-0.6836	-0.6799	-0.6775	-0.6750
-0.6543	-0.6482	-0.6531	-0.6470
-0.5383	-0.5310	-0.5261	-0.5200
-0.4810	-0.4712	-0.4688	-0.4651
-0.4028	-0.4016	-0.3931	-0.3894
-0.3271	-0.3210	-0.3174	-0.3137
-0.0952	-0.0916	-0.0867	-0.0793
-0.0415	-0.0342	-0.0293	-0.0256
0.0610	0.0671	0.0696	0.0757
0.1514	0.1550	0.1611	0.1648
0.2454	0.2490	0.2563	0.2637
0.3333	0.3406	0.3430	0.3516
0.5286	0.5322	0.5383	0.5444
0.5627	0.5688	0.5737	0.5835
0.6274	0.6287	0.6311	0.6299
0.6738	0.6763	0.6812	0.6799
0.7104	0.7117	0.7141	0.7190
0.7373	0.7361	0.7410	0.7397
0.7520	0.7532	0.7532	0.7520
0.7336	0.7361	0.7324	0.7336
0.7166	0.7141	0.7141	0.7104
0.6799	0.6812	0.6812	0.6799
0.6323	0.6287	0.6287	0.6274
0.5811	0.5798	0.5713	0.5725
0.5078	0.5042	0.5017	0.4980
0.3186	0.3113	0.3064	0.2966
0.2588	0.2539	0.2515	0.2502
0.1770	0.1733	0.1685	0.1624
0.0757	0.0696	0.0647	0.0635
-0.0049	-0.0085	-0.0134	-0.0171
-0.1135	-0.1172	-0.1233	-0.1294
-0.2026	-0.2039	-0.2136	-0.2234
-0.3894	-0.3992	-0.3992	-0.4102
-0.4626	-0.4663	-0.4712	-0.4749
-0.5298	-0.5359	-0.5396	-0.5457
-0.5945	-0.5994	-0.6067	-0.6079
-0.7043	-0.7056	-0.7080	-0.7092
-0.7275	-0.7288	-0.7312	-0.7300
-0.7434	-0.7446	-0.7471	-0.7483
-0.7434	-0.7422	-0.7397	-0.7434
-0.7251	-0.7263	-0.7263	-0.7227
-0.6934	-0.6946	-0.6873	-0.6909
-0.5981	-0.5933	-0.5908	-0.5872
-0.5347	-0.5359	-0.5286	-0.5249
-0.4724	-0.4663	-0.4614	-0.4565
-0.2515	-0.2429	-0.2405	-0.2356
-0.1843	-0.1831	-0.1807	-0.1733
-0.1038	-0.0989	-0.0916	-0.0879
0.1074	0.1135	0.1196	0.1306
0.1880	0.1965	0.1965	0.2063
0.2588	0.2649	0.2698	0.2759
0.4346	0.4395	0.4443	0.4456
0.4846	0.4883	0.4907	0.4944
0.5286	0.5298	0.5347	0.5396
0.5701	0.5774	0.5847	0.5859
